agent_id,macro_region,department,municipality,generation_cohort,residential_stratum,current_state,llm_final_state,decision_transition,decision_changed,comparison_status,confidence,uncertainty,decision_confidence,heuristic_signal_title,dominant_motif,dominant_source_category,abm_dominant_emotion,heuristic_reconstructed_opinion,heuristic_reconstruction_basis,decisive_argument,rationale_summary,dominant_emotion,social_media_post
A00001,Bogota_Cundinamarca,Cundinamarca,Soacha,35_49,2,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.7671476252460041,0.39408823961692696,0.72,Cepeda reconoce el resultado de primera vuelta y De la Espriella redefine su relación con los partidos,reconocimiento_y_alianzas,television,esperanza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Cepeda reconoce el resultado de primera vuelta y De la Espriella redefine su relación con los partidos”, dentro del motivo “reconocimiento_y_alianzas”, asociado principalmente con “television”. La emoción heurística dominante fue “esperanza”. Mis indicadores finales fueron confianza heurística 0.77, incertidumbre 0.39, fatiga 0.68, movilización 0.74.",State=Cepeda; signal=S159; motif=reconocimiento_y_alianzas; source=television; emotion=esperanza,"El estado inicial y heurístico del agente apunta consistentemente a OPTION_B, con una posición consolidada en -1.0 y una movilización alta (0.74). Las señales de mayor peso en la dieta informativa (S162, S067, S064) no alteraron la dirección del voto, y las señales positivas hacia OPTION_B (S014, S012) refuerzan la inclinación existente. La propensión al voto en blanco es cero y la abstención es baja, lo que indica disposición a votar.","Con base en la dieta informativa revisada, la posición del agente se mantuvo firme hacia OPTION_B. Las señales de contraste entre candidatos no cambiaron la dirección del voto, y la movilización alta junto con propensión cero al voto en blanco confirman la decisión de votar por OPTION_B.",evaluacion,"Vea, uno revisa la información con cuidado y al final la decisión no cambia. Yo voy a votar convencida, porque lo que vi me da más razones que dudas. Sumercé, no se deje llevar por el miedo que siembran."
A00236,Pacifico,Cauca,Popayan,25_34,2,Abstencion,Abstencion,Abstencion → Abstencion,False,Stable across ABM and LLM,0.13498000410388586,0.8230230618214482,0.18,Cuestión Pública investiga un posible mecanismo multinivel y presión sobre contratistas en la campaña de De la Espriella,red_referidos_y_contratistas,television,sospecha,"Según las reglas del ABM, terminé con propensión a la abstención. El mayor peso atribuido provino de “Cuestión Pública investiga un posible mecanismo multinivel y presión sobre contratistas en la campaña de De la Espriella”, dentro del motivo “red_referidos_y_contratistas”, asociado principalmente con “television”. La emoción heurística dominante fue “sospecha”. Mis indicadores finales fueron confianza heurística 0.13, incertidumbre 0.82, fatiga 0.72, movilización 0.24.",State=Abstencion; signal=S172; motif=red_referidos_y_contratistas; source=television; emotion=sospecha,"La incertidumbre es muy alta (0.823) y la confianza en cualquier opción es mínima (0.135), con una propensión a la abstención de 0.428. Las señales disponibles son débiles, contradictorias y con riesgos de desinformación moderados, sin que ninguna candidatura genere convicción suficiente.","Con una incertidumbre altísima y una confianza bajísima en cualquiera de las dos opciones, y con señales que se contradicen entre sí sobre corrupción, seguridad e injerencia externa, lo más honesto es abstenerse. La movilización es muy baja y la fatiga informativa es alta, lo que hace difícil tomar una decisión informada y firme.",incertidumbre,"Ve, la verdad no me convence ninguno de los dos con lo que he visto. Hay demasiadas dudas y poca información clara, así que prefiero no votar a ciegas. 🤷"
A00237,Antioquia_EjeCafetero,Antioquia,Other_Antioquia,25_34,3,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.6910479189474991,0.4697736795768366,0.69,Caracol Armenia reporta triunfo de De la Espriella en 11 de 12 municipios del Quindío,quindio_de_la_espriella_municipios,radio,evaluacion,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “Caracol Armenia reporta triunfo de De la Espriella en 11 de 12 municipios del Quindío”, dentro del motivo “quindio_de_la_espriella_municipios”, asociado principalmente con “radio”. La emoción heurística dominante fue “evaluacion”. Mis indicadores finales fueron confianza heurística 0.69, incertidumbre 0.47, fatiga 0.72, movilización 0.65.",State=De la Espriella; signal=S101; motif=quindio_de_la_espriella_municipios; source=radio; emotion=evaluacion,"El estado inicial y heurístico del agente apunta firmemente a OPTION_A (posición 0.9999), con movilización moderada-alta (0.646) y propensión a voto en blanco nula. Las señales directas más relevantes refuerzan esta tendencia: S101 muestra respaldo territorial sólido de OPTION_A en Quindío, y las señales que favorecen a OPTION_B tienen deltas de posición negativos pero de magnitud muy pequeña. La fatiga informativa es alta (0.718) pero no genera abstención significativa.","Con base en la información disponible, la posición del agente se mantiene sólidamente en OPTION_A. Las señales favorables a OPTION_B son reales pero de impacto mínimo sobre la preferencia. La alta fatiga no genera abstención relevante y la propensión al voto en blanco es cero, por lo que la decisión más coherente es votar por OPTION_A.",validacion,"La verdad, después de revisar bien la información disponible, mi decisión está clara. Hay mucho ruido y desinformación en campaña, pero eso no me hace cambiar lo que ya analicé con calma. Voy a votar convencida. 🗳️"
A00238,Caribe,Cordoba,Other_Cordoba,35_49,2,Abstencion,Abstencion,Abstencion → Abstencion,False,Stable across ABM and LLM,0.11239462915877751,0.8451645027204719,0.18,Cepeda alerta sobre información de un presunto montaje de autoatentado contra De la Espriella,presunto_autoatentado,medio_publico,alarma,"Según las reglas del ABM, terminé con propensión a la abstención. El mayor peso atribuido provino de “Cepeda alerta sobre información de un presunto montaje de autoatentado contra De la Espriella”, dentro del motivo “presunto_autoatentado”, asociado principalmente con “medio_publico”. La emoción heurística dominante fue “alarma”. Mis indicadores finales fueron confianza heurística 0.11, incertidumbre 0.85, fatiga 0.70, movilización 0.00.",State=Abstencion; signal=S168; motif=presunto_autoatentado; source=medio_publico; emotion=alarma,"La posición del agente es prácticamente neutral (-0.0018) con una incertidumbre muy alta (0.845) y fatiga elevada (0.699). La propensión a la abstención es la más alta de todas las opciones (0.489), y la movilización es cero. Las señales del dossier son débiles, dispersas y no generan un diferencial claro entre OPTION_A y OPTION_B.","Con una incertidumbre de más del 84% y una propensión a la abstención cercana al 49%, la evidencia disponible no es suficiente para tomar una decisión de voto informada. Las señales recibidas son débiles y contradictorias, y la fatiga informativa es alta. Lo más honesto es abstenerse.",incertidumbre,"La verdad, pues, yo no veo señales claras para decidir por ninguno de los dos. Con tanta información contradictoria y poca sustancia, prefiero no votar a ciegas. Me abstengo con la conciencia tranquila."
A00239,Boyaca_Tolima_Huila,Tolima,Other_Tolima,35_49,4,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.649213102830281,0.5111082037580816,0.649,Registraduría aclara que el voto en blanco en segunda vuelta tiene efecto simbólico,efecto_simbolico_no_juridico,television,certeza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Registraduría aclara que el voto en blanco en segunda vuelta tiene efecto simbólico”, dentro del motivo “efecto_simbolico_no_juridico”, asociado principalmente con “television”. La emoción heurística dominante fue “certeza”. Mis indicadores finales fueron confianza heurística 0.65, incertidumbre 0.51, fatiga 0.71, movilización 0.75.",State=Cepeda; signal=S204; motif=efecto_simbolico_no_juridico; source=television; emotion=certeza,"La posición inicial y heurística del agente apunta firmemente a OPTION_B (posición -0.9999), con movilización alta (0.75) y propensión al voto en blanco en cero. Las señales que favorecen a OPTION_A tienen riesgo de desinformación moderado-alto (S035: 0.20, S090: 0.16, S164: 0.58), mientras que la señal directa de OPTION_B (S083) proviene de radio con bajo riesgo (0.12) y genera delta negativo en posición (refuerzo hacia OPTION_B). La fuente más confiable del agente es medio_público (0.71), que solo entregó contexto neutral sobre voto en blanco.","Con una posición muy consolidada hacia OPTION_B y movilización alta, las señales que favorecen a OPTION_A presentan riesgos de desinformación significativos y provienen de fuentes menos confiables para este agente. La alerta sobre fake news en campaña refuerza la cautela. No hay evidencia suficiente para revertir la preferencia establecida.",certeza,"Vea, uno tiene que revisar bien de dónde vienen las noticias antes de dejarse llevar. Sumercé, con tanta desinformación circulando, yo me quedo con lo que tiene más respaldo y menos riesgo. Mi voto ya está decidido."
A00240,Antioquia_EjeCafetero,Risaralda,Pereira,50_64,3,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.8269674977207571,0.3392588131973491,0.78,Caracol Radio reporta pedido de Paloma Valencia de auditar votación en zonas PDET afectadas por violencia,injerencia_trump,alternativo_investigativo,indignacion,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “Caracol Radio reporta pedido de Paloma Valencia de auditar votación en zonas PDET afectadas por violencia”, dentro del motivo “injerencia_trump”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “indignacion”. Mis indicadores finales fueron confianza heurística 0.83, incertidumbre 0.34, fatiga 0.78, movilización 0.79.",State=De la Espriella; signal=S105; motif=injerencia_trump; source=alternativo_investigativo; emotion=indignacion,"El estado inicial y heurístico del agente apunta firmemente a OPTION_B con alta confianza (0.83) y movilización elevada (0.79). Las señales negativas contra OPTION_B (S172, S169) tienen riesgos de desinformación moderados y efectos de posición marginales que no logran revertir la preferencia consolidada. La orientación hacia el orden (0.70) y la negociación (0.62) del agente son consistentes con OPTION_B.","Con una posición inicial sólida hacia OPTION_B y una movilización alta, las señales negativas recibidas no fueron suficientes para cambiar la decisión. El agente, con orientación al orden y experiencia en el sector informal, mantiene su voto por OPTION_B a pesar de las alertas sobre contratistas y la injerencia externa, cuyo riesgo de desinformación modera su impacto.",evaluacion,"Ve, uno escucha las críticas y las investigaciones, pero al final hay que votar con la cabeza fría. Yo ya tengo claro mi voto y no me lo cambia el ruido de última hora. Que cada quien decida con conciencia."
A00241,Bogota_Cundinamarca,Cundinamarca,Soacha,65_mas,4,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.747239473907488,0.415539707855827,0.747,El País reporta ejército de kpopers organizado en redes para despertar campaña de Cepeda,ejercito_kpopers_cepeda,otro,confianza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “El País reporta ejército de kpopers organizado en redes para despertar campaña de Cepeda”, dentro del motivo “ejercito_kpopers_cepeda”, asociado principalmente con “otro”. La emoción heurística dominante fue “confianza”. Mis indicadores finales fueron confianza heurística 0.75, incertidumbre 0.42, fatiga 0.70, movilización 0.74.",State=Cepeda; signal=S028; motif=ejercito_kpopers_cepeda; source=otro; emotion=confianza,"La posición final del agente tras la dieta informativa es fuertemente favorable a OPTION_B (posición -0.9999), con movilización alta (0.74) y propensión al voto en blanco nula. Los motivos dominantes giran en torno al diálogo con el ELN y la paz integral, alineados con OPTION_B. Las señales positivas de OPTION_A (S087, S081, S039, S092) no lograron revertir la posición consolidada.","Después de revisar toda la información disponible, mi posición se mantiene firme con OPTION_B. Los motivos que más pesan son el diálogo con el ELN y la búsqueda de una paz integral, que coinciden con mis valores de negociación. Las señales a favor de OPTION_A no fueron suficientes para cambiar una convicción bien formada, y la movilización que siento es alta para ir a votar.",confianza,"Mire, después de pensarlo bien, voy a votar con convicción. La paz no es debilidad, es lo que este país necesita. Vea, mi decisión está tomada y nada me la cambia."
A00242,Caribe,Bolivar,Cartagena,65_mas,3,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.8160336189893654,0.3497457333764381,0.78,Publicación oficial en X de De la Espriella: Anuncia fecha y hora de un debate o espacio electoral organizado por Semana.,debate_semana_abelardo,otro,evaluacion,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “Publicación oficial en X de De la Espriella: Anuncia fecha y hora de un debate o espacio electoral organizado por Semana.”, dentro del motivo “debate_semana_abelardo”, asociado principalmente con “otro”. La emoción heurística dominante fue “evaluacion”. Mis indicadores finales fueron confianza heurística 0.82, incertidumbre 0.35, fatiga 0.66, movilización 0.83.",State=De la Espriella; signal=S138; motif=debate_semana_abelardo; source=otro; emotion=evaluacion,"El agente inició y mantuvo su posición en OPTION_B con alta confianza (0.816) y movilización elevada (0.827). Las señales recibidas generaron pequeños movimientos negativos hacia OPTION_B (S169, S020) pero de magnitud muy baja, insuficientes para revertir la preferencia inicial. La orientación económica fuerte (0.834) y la orientación al orden (0.677) son coherentes con OPTION_B, cuyo marco semántico de 'economía dura', 'mano dura' y 'reducción estatal' resuena con el perfil del agente.","Después de revisar toda la información disponible, el agente mantiene su preferencia por OPTION_B. Las señales negativas que recibió sobre ese candidato fueron de impacto muy pequeño y no lograron mover su posición de manera significativa. Su perfil económico y de orden público es coherente con la propuesta de OPTION_B, y su movilización sigue siendo alta para ir a votar.",evaluacion,"Vea, yo ya tengo mi decisión tomada y voy a votar con convicción. He escuchado de todo en esta campaña, pero lo que más me importa es que haya orden y que la economía funcione para la gente trabajadora. Este domingo no me quedo en casa."
A00243,Pacifico,Choco,Quibdo,25_34,2,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.7843756628660066,0.3799934576744129,0.72,Publicación oficial en X de Cepeda: Advierte que las propuestas de De la Espriella representarían un riesgo para instituciones y democracia.,riesgo_democratico_133_instituciones,social_oficial,certeza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Publicación oficial en X de Cepeda: Advierte que las propuestas de De la Espriella representarían un riesgo para instituciones y democracia.”, dentro del motivo “riesgo_democratico_133_instituciones”, asociado principalmente con “social_oficial”. La emoción heurística dominante fue “certeza”. Mis indicadores finales fueron confianza heurística 0.78, incertidumbre 0.38, fatiga 0.73, movilización 0.71.",State=Cepeda; signal=S124; motif=riesgo_democratico_133_instituciones; source=social_oficial; emotion=certeza,"El estado inicial y heurístico apunta a OPTION_B con confianza de 0.78. Las señales de alerta institucional (S124) y el triunfo regional en Nariño (S100) refuerzan esa posición, mientras que las señales favorables a OPTION_A tienen misinformation_risk más alto y provienen de fuentes de menor confianza (social_oficial, internacional).","Con base en el dossier, la posición inicial y heurística ya apuntaba a OPTION_B con una confianza sólida. Las señales de alerta sobre riesgo institucional y el resultado regional en Nariño refuerzan esa decisión. Aunque hay señales que favorecen a OPTION_A, provienen de fuentes con menor confianza y mayor riesgo de desinformación. La fatiga es alta pero la movilización también, lo que inclina a votar.",certeza,"La verdad, parce, después de revisar bien las señales, me quedo con Cepeda. Las alertas sobre instituciones y lo que pasó en Nariño me dan más confianza. Ve, no me voy a quedar en casa este domingo."
A00244,Boyaca_Tolima_Huila,Tolima,Other_Tolima,35_49,2,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.8669357328183812,0.30111538113446523,0.82,Inravisión ofrece organizar y transmitir un debate presidencial en igualdad de condiciones,debate_inravision,alternativo_investigativo,validacion,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Inravisión ofrece organizar y transmitir un debate presidencial en igualdad de condiciones”, dentro del motivo “debate_inravision”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “validacion”. Mis indicadores finales fueron confianza heurística 0.87, incertidumbre 0.30, fatiga 0.75, movilización 0.62.",State=Cepeda; signal=S167; motif=debate_inravision; source=alternativo_investigativo; emotion=validacion,El agente inició y mantuvo su posición en OPTION_A con alta confianza (0.87) tras procesar su dieta informativa. Las señales positivas hacia OPTION_A (S099) y el contexto institucional claro sobre el voto en blanco (S204) refuerzan la decisión. La orientación negociadora del agente (0.85) y su progresismo cultural moderado (0.59) son consistentes con OPTION_A.,"La verdad, yo venía con OPTION_A desde el principio y la información que recibí no me dio razones sólidas para cambiar. Las señales a favor de OPTION_B tienen mucho riesgo de desinformación y vienen de fuentes en las que confío menos. Me quedo con mi decisión.",certeza,"Sumercé, yo ya tenía mi decisión tomada y la información que me llegó no me convenció de cambiar. La verdad, algunas cosas que circulan tienen mucho olor a desinformación y prefiero fiarme de lo que tiene más respaldo. Voy a votar con convicción."
A00245,Pacifico,Narino,Other_Narino,35_49,1,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.6619254100261881,0.49561967915149174,0.66,Caracol Radio reporta alto el fuego unilateral del ELN para segunda vuelta,eln_alto_fuego_caracol,social_oficial,certeza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Caracol Radio reporta alto el fuego unilateral del ELN para segunda vuelta”, dentro del motivo “eln_alto_fuego_caracol”, asociado principalmente con “social_oficial”. La emoción heurística dominante fue “certeza”. Mis indicadores finales fueron confianza heurística 0.66, incertidumbre 0.50, fatiga 0.70, movilización 0.80.",State=Cepeda; signal=S106; motif=eln_alto_fuego_caracol; source=social_oficial; emotion=certeza,"La posición inicial y heurística del agente es fuertemente favorable a OPTION_B (posición -0.9999), con movilización alta (0.80) y baja propensión al voto en blanco (0.03). Las señales que favorecen a OPTION_A tienen riesgo de desinformación elevado (S141: 0.7, S013 y S035: 0.2), lo que reduce su peso dado el alto escepticismo de fuentes del agente (0.63). La señal S043 genera desconfianza hacia OPTION_A por corrupción en salud, tema crítico dado la alta vulnerabilidad económica del agente (0.75). La señal S100 refuerza a OPTION_B con certeza desde radio regional, fuente de confianza moderada.","Con base en la información disponible, la posición del agente se mantiene firme hacia OPTION_B. Las señales favorables a OPTION_A tienen riesgos de desinformación altos y el agente es muy escéptico frente a las fuentes. La denuncia de corrupción en salud pesa mucho dado que la vulnerabilidad económica es alta. La movilización está elevada y la propensión al voto en blanco es mínima, así que la decisión es votar por OPTION_B.",confianza,"Vea, uno no puede ignorar lo que está pasando con la salud y la corrupción. Igual, yo ya tengo claro mi voto y no me dejo confundir por encuestas que no sé de dónde salen. Hay que ir a las urnas con convicción."
A00246,Pacifico,Narino,Other_Narino,35_49,2,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.6607423269740674,0.4966820619146351,0.66,El Colombiano describe cierres de campaña con discursos duros y acusaciones cruzadas,cierres_buga_soledad,medio_publico,expectativa,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “El Colombiano describe cierres de campaña con discursos duros y acusaciones cruzadas”, dentro del motivo “cierres_buga_soledad”, asociado principalmente con “medio_publico”. La emoción heurística dominante fue “expectativa”. Mis indicadores finales fueron confianza heurística 0.66, incertidumbre 0.50, fatiga 0.69, movilización 0.81.",State=De la Espriella; signal=S175; motif=cierres_buga_soledad; source=medio_publico; emotion=expectativa,"El estado heurístico inicial y la posición final del agente apuntan con claridad a OPTION_B. Las señales negativas sobre OPTION_B (prohibición de camiseta, alertas de injerencia) tienen riesgo de desinformación moderado y efectos de posición muy pequeños, mientras que la encuesta AtlasIntel (S013) refuerza la ventaja de OPTION_B y la movilización del agente es alta.","Después de revisar las señales disponibles, la posición del agente se mantiene sólidamente a favor de OPTION_B. Las noticias negativas tienen efectos muy pequeños y riesgo de desinformación moderado, mientras que la encuesta que muestra ventaja de OPTION_B y la alta movilización refuerzan esta decisión. No hay evidencia suficiente para cambiar de opción.",confianza,"Revisé la información disponible y, con todo lo que circula, mi decisión sigue siendo clara. Hay ruido y controversias, pero los datos más confiables me dan tranquilidad para votar por De la Espriella este domingo. Que cada quien decida con cabeza fría y no se deje llevar por lo que dicen en redes sin respaldo."
A00247,Bogota_Cundinamarca,Bogota,Bogota,25_34,1,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.65972433169962,0.4979710615599976,0.6,RTVC reporta respaldo de comunidad K-pop y Army Colombia a Cepeda y Aída Quilcué,kpop_army_movilizion_juvenil,social_oficial,esperanza,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “RTVC reporta respaldo de comunidad K-pop y Army Colombia a Cepeda y Aída Quilcué”, dentro del motivo “kpop_army_movilizion_juvenil”, asociado principalmente con “social_oficial”. La emoción heurística dominante fue “esperanza”. Mis indicadores finales fueron confianza heurística 0.66, incertidumbre 0.50, fatiga 0.62, movilización 0.57.",State=De la Espriella; signal=S014; motif=kpop_army_movilizion_juvenil; source=social_oficial; emotion=esperanza,"El estado inicial y heurístico del agente apunta a OPTION_A con confianza moderada (0.66). Los señales negativas hacia OPTION_A (S172 sobre posible red de contratistas) tienen riesgo de desinformación del 36% y provienen de una fuente con confianza media, por lo que no son suficientes para revertir la posición. Las señales favorables a OPTION_B tienen impactos de posición muy pequeños y no logran desplazar la preferencia establecida.","La verdad, la información que llegó no fue suficiente para cambiar la posición inicial. Hay señales negativas contra OPTION_A, pero vienen de fuentes con riesgo de desinformación alto. Las señales a favor de OPTION_B son de movilización pero con impacto muy pequeño. Con fatiga moderada y confianza del 66%, la decisión se mantiene en OPTION_A.",desaprobacion,"La verdad, uno revisa la información y hay cosas que generan duda, pero tampoco todo lo que circula es confiable. Pues yo voy a votar con lo que tengo claro, sin dejarme llevar por el ruido. 🗳️"
A00248,Sur_Amazonia,Putumayo,Other_Putumayo,25_34,1,No alineado,Cepeda,No alineado → Cepeda,True,Changed after LLM deliberation,0.24439346990226804,0.721139122318555,0.52,La Silla reporta que Kpopers entran a campaña para impulsar a Cepeda,kpopers_con_cepeda,alternativo_investigativo,confianza,"Según las reglas del ABM, terminé sin alinearme con ninguna de las opciones. El mayor peso atribuido provino de “La Silla reporta que Kpopers entran a campaña para impulsar a Cepeda”, dentro del motivo “kpopers_con_cepeda”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “confianza”. Mis indicadores finales fueron confianza heurística 0.24, incertidumbre 0.72, fatiga 0.67, movilización 0.16.",State=No alineado; signal=S012; motif=kpopers_con_cepeda; source=alternativo_investigativo; emotion=confianza,"Las señales disponibles muestran una narrativa negativa consistente hacia OPTION_B (investigación de red de contratistas S172, alegaciones de software S139, presunto autoatentado S168), mientras que OPTION_A aparece con cobertura mayoritariamente positiva o neutral (S083, S012). Con alta incertidumbre y fatiga, la posición neta se inclina levemente hacia OPTION_A.","Con la información disponible, hay más señales negativas hacia OPTION_B —especialmente la investigación sobre contratistas y las alegaciones de software— que hacia OPTION_A. Aunque la incertidumbre es alta y la fatiga también, la balanza se inclina levemente hacia OPTION_A. No hay evidencia suficiente para un voto en blanco o abstención justificada.",sospecha,"Eso sí, compa, con tanta información rara dando vueltas uno no sabe qué creer del todo. Pero mirando lo que salió sobre contratos y presiones, igual me parece que hay más razones para confiar en Cepeda. Voy a votar con la cabeza fría 🗳️"
A00249,Santanderes,Santander,Giron,35_49,4,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.8995457806850649,0.269505760336839,0.87,Publimetro reporta que Cepeda agradeció a kpopers y destacó su fuerza en redes y calles,fuerza_kpop_redes_calles,prensa_privada,validacion,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Publimetro reporta que Cepeda agradeció a kpopers y destacó su fuerza en redes y calles”, dentro del motivo “fuerza_kpop_redes_calles”, asociado principalmente con “prensa_privada”. La emoción heurística dominante fue “validacion”. Mis indicadores finales fueron confianza heurística 0.90, incertidumbre 0.27, fatiga 0.59, movilización 0.97.",State=Cepeda; signal=S017; motif=fuerza_kpop_redes_calles; source=prensa_privada; emotion=validacion,"El agente tiene una posición inicial y heurística firmemente en OPTION_B (posición -0.9996), alta movilización (0.97) y baja propensión al voto en blanco (0.0). Las señales del dossier no generaron cambios sustanciales de posición hacia OPTION_A; las señales negativas contra OPTION_B (S147, S018) tienen alto riesgo de desinformación (0.62 y 0.28) y provienen de fuentes de baja confianza (social_oficial, prensa_privada), lo que el alto escepticismo del agente (0.75) lleva a descontar. La señal S174 sobre fake news refuerza la cautela ante acusaciones sin verificación.","La verdad, con toda la información que revisé, mi posición se mantiene clara. Las acusaciones contra OPTION_B vienen de fuentes poco confiables y con alto riesgo de ser desinformación. El agente tiene alta movilización y convicción, y las señales positivas o contextuales no justifican un cambio. Voto por OPTION_B con confianza.",indignacion,"La verdad, uno ya sabe distinguir cuándo una acusación tiene respaldo y cuándo es puro ruido de campaña. Revisé las señales y mi decisión está clara: voy con Cepeda sin dudarlo. La movilización es real y eso no se fabrica."
A00250,Santanderes,Santander,Bucaramanga,25_34,2,No alineado,De la Espriella,No alineado → De la Espriella,True,Changed after LLM deliberation,0.1356465035080103,0.8208989613766106,0.31,Petro advierte a Trump sobre injerencia y apoyos extranjeros en la campaña,injerencia_trump,social_oficial,miedo,"Según las reglas del ABM, terminé sin alinearme con ninguna de las opciones. El mayor peso atribuido provino de “Petro advierte a Trump sobre injerencia y apoyos extranjeros en la campaña”, dentro del motivo “injerencia_trump”, asociado principalmente con “social_oficial”. La emoción heurística dominante fue “miedo”. Mis indicadores finales fueron confianza heurística 0.14, incertidumbre 0.82, fatiga 0.71, movilización 0.10.",State=No alineado; signal=S169; motif=injerencia_trump; source=social_oficial; emotion=miedo,"La mayoría de señales con delta positivo apuntan hacia OPTION_B (S081, S039, S033, S145), y aunque la confianza institucional es muy baja y la incertidumbre alta, el agente tiene alta orientación al orden (0.89) que se alinea mejor con el perfil de OPTION_B en seguridad y economía.","Con una incertidumbre muy alta y poca confianza institucional, la decisión no es fácil. Sin embargo, las señales disponibles muestran más señales positivas hacia OPTION_B que hacia OPTION_A, y el perfil del agente —con fuerte orientación al orden y baja progresividad cultural— se alinea mejor con ese candidato. Se descartó la señal de alto riesgo de desinformación sobre la fuerza pública. La decisión se toma con baja confianza.",evaluacion,"Oiga, la verdad no tengo mucha certeza pero igual algo hay que decidir. Revisé lo que pude y me inclino por De la Espriella, aunque con hartas dudas todavía. 🤔"
A00251,Antioquia_EjeCafetero,Antioquia,Medellin,35_49,6,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.765115097372764,0.40385032745232086,0.72,El País reporta ejército de kpopers organizado en redes para despertar campaña de Cepeda,ejercito_kpopers_cepeda,alternativo_investigativo,esperanza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “El País reporta ejército de kpopers organizado en redes para despertar campaña de Cepeda”, dentro del motivo “ejercito_kpopers_cepeda”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “esperanza”. Mis indicadores finales fueron confianza heurística 0.77, incertidumbre 0.40, fatiga 0.84, movilización 0.74.",State=Cepeda; signal=S028; motif=ejercito_kpopers_cepeda; source=alternativo_investigativo; emotion=esperanza,"El estado inicial y heurístico del agente apunta a OPTION_B con una confianza de 0.77. Las señales negativas hacia OPTION_B (S071, S176) provienen de fuentes con riesgo de desinformación moderado-alto (0.28 y 0.34), lo que reduce su peso. La señal S035 que favorece a OPTION_A tiene también riesgo de desinformación de 0.20 y proviene de una fuente alternativa. El perfil de negociación alto (0.65) y el progresismo cultural moderado del agente son consistentes con la posición inicial hacia OPTION_B.","Con base en el perfil del agente y las señales disponibles, la posición inicial hacia OPTION_B se mantiene. Las señales que intentan generar miedo sobre OPTION_B tienen riesgo de desinformación elevado y el agente, siendo docente con orientación negociadora, tiende a desconfiar de ese tipo de narrativas. La movilización es alta y la propensión al voto en blanco es nula, lo que refuerza la decisión de votar.",confianza,"Vea, después de revisar bien la información disponible, mi voto sigue firme. Las señales de miedo tienen demasiado riesgo de desinformación como para tomarlas al pie de la letra, hombre. Voto con convicción y con cabeza fría."
